Code,Year,"Health insurance coverage (ILO, 2014)",BCG (% of one-year-olds immunized),HepB3 (% of one-year-olds immunized),Hib3 (% of one-year-olds immunized),MCV1 (% of one-year-olds immunized),PCV3 (% of one-year-olds immunized),Pol3 (% of one-year-olds immunized),RCV1 (% of one-year-olds immunized),RotaC (% of one-year-olds immunized),YFV (% of one-year-olds immunized),DTP3 (% of one-year-olds immunized),Entity,Estimated maternal deaths,Under-five mortality rate - Total - Deaths per 100 live births,Births attended by skilled health staff (% of total),Deaths - Sex: all - Age: 0 - Variant: estimates,Under-fifteen mortality rate,Region,Age_in_Months_Days_Years,Cause of Death,FactValueNumeric,Value
BFA,2010,1.0,99.0,91.0,91.0,92.0,,90.0,95.0,,82.0,91.0,Burkina Faso,2491.198,12.112398,23.0,53687.0,14.1842375,Africa,1-59 months,Tetanus,0.0001,0.0
BFA,2010,1.0,99.0,91.0,91.0,92.0,,90.0,95.0,,82.0,91.0,Burkina Faso,2491.198,12.112398,23.0,53687.0,14.1842375,Africa,0-4 years,Meningitis/encephalitis,0.023,0.0
MEX,2010,85.6,98.0,93.0,95.0,95.0,92.0,95.0,95.0,90.0,,95.0,Mexico,1161.8661,1.915451,94.5,36710.0,2.1980553,Americas,0-27 days,Prematurity,0.37,0.4
TZA,2010,13.0,99.0,91.0,91.0,92.0,,94.0,95.0,,,91.0,Tanzania,8722.342,6.889071,50.2,85292.0,8.197876,Africa,1-59 months,Sepsis and other infectious conditions of the newborn,0.0,0.0
IDN,2010,59.0,88.0,83.0,94.0,78.0,,82.0,95.0,,,81.0,Indonesia,10762.89,3.3675606,82.2,137835.0,3.9997928,South-East Asia,0-4 years,"Other communicable, perinatal and nutritional conditions",0.09,0.1
BRN,2010,100.0,95.0,96.0,95.0,94.0,,99.0,94.0,,,95.0,Brunei,2.9280465,0.9662417,99.8,53.0,1.1983653,Western Pacific,0-4 years,Prematurity,0.18,0.2
BRN,2010,100.0,95.0,96.0,95.0,94.0,,99.0,94.0,,,95.0,Brunei,2.9280465,0.9662417,99.8,53.0,1.1983653,Western Pacific,1-59 months,"Other communicable, perinatal and nutritional conditions",0.2,0.2
BRN,2010,100.0,95.0,96.0,95.0,94.0,,99.0,94.0,,,95.0,Brunei,2.9280465,0.9662417,99.8,53.0,1.1983653,Western Pacific,1-59 months,Acute lower respiratory infections,0.077,0.1
BRN,2010,100.0,95.0,96.0,95.0,94.0,,99.0,94.0,,,95.0,Brunei,2.9280465,0.9662417,99.8,53.0,1.1983653,Western Pacific,1-59 months,Injuries,0.1,0.1
BRN,2010,100.0,95.0,96.0,95.0,94.0,,99.0,94.0,,,95.0,Brunei,2.9280465,0.9662417,99.8,53.0,1.1983653,Western Pacific,0-27 days,"Other communicable, perinatal and nutritional conditions",0.051,0.1
BRN,2010,100.0,95.0,96.0,95.0,94.0,,99.0,94.0,,,95.0,Brunei,2.9280465,0.9662417,99.8,53.0,1.1983653,Western Pacific,0-27 days,Sepsis and other infectious conditions of the newborn,0.073,0.1
BFA,2010,1.0,99.0,91.0,91.0,92.0,,90.0,95.0,,82.0,91.0,Burkina Faso,2491.198,12.112398,23.0,53687.0,14.1842375,Africa,0-4 years,Birth asphyxia and birth trauma,0.081,0.1
TZA,2010,13.0,99.0,91.0,91.0,92.0,,94.0,95.0,,,91.0,Tanzania,8722.342,6.889071,50.2,85292.0,8.197876,Africa,0-4 years,Other noncommunicable diseases,0.033,0.0
BFA,2010,1.0,99.0,91.0,91.0,92.0,,90.0,95.0,,82.0,91.0,Burkina Faso,2491.198,12.112398,23.0,53687.0,14.1842375,Africa,1-59 months,Measles,0.054,0.1
TZA,2010,13.0,99.0,91.0,91.0,92.0,,94.0,95.0,,,91.0,Tanzania,8722.342,6.889071,50.2,85292.0,8.197876,Africa,0-27 days,Injuries,0.007,0.0
BFA,2010,1.0,99.0,91.0,91.0,92.0,,90.0,95.0,,82.0,91.0,Burkina Faso,2491.198,12.112398,23.0,53687.0,14.1842375,Africa,0-4 years,Congenital anomalies,0.025,0.0
BFA,2010,1.0,99.0,91.0,91.0,92.0,,90.0,95.0,,82.0,91.0,Burkina Faso,2491.198,12.112398,23.0,53687.0,14.1842375,Africa,0-27 days,Measles,0.0,0.0
BRN,2010,100.0,95.0,96.0,95.0,94.0,,99.0,94.0,,,95.0,Brunei,2.9280465,0.9662417,99.8,53.0,1.1983653,Western Pacific,1-59 months,Congenital anomalies,0.28,0.3
BFA,2010,1.0,99.0,91.0,91.0,92.0,,90.0,95.0,,82.0,91.0,Burkina Faso,2491.198,12.112398,23.0,53687.0,14.1842375,Africa,0-27 days,Tetanus,0.008,0.0
MYS,2010,100.0,99.0,96.0,95.0,95.0,,96.0,95.0,,,96.0,Malaysia,124.067924,0.811636,98.6,3233.0,1.0780674,Western Pacific,1-59 months,Meningitis/encephalitis,0.027,0.0
BFA,2010,1.0,99.0,91.0,91.0,92.0,,90.0,95.0,,82.0,91.0,Burkina Faso,2491.198,12.112398,23.0,53687.0,14.1842375,Africa,0-4 years,Sepsis and other infectious conditions of the newborn,0.053,0.1
BRN,2010,100.0,95.0,96.0,95.0,94.0,,99.0,94.0,,,95.0,Brunei,2.9280465,0.9662417,99.8,53.0,1.1983653,Western Pacific,0-27 days,Congenital anomalies,0.38,0.4
BFA,2010,1.0,99.0,91.0,91.0,92.0,,90.0,95.0,,82.0,91.0,Burkina Faso,2491.198,12.112398,23.0,53687.0,14.1842375,Africa,1-59 months,HIV/AIDS,0.012,0.0
BFA,2010,1.0,99.0,91.0,91.0,92.0,,90.0,95.0,,82.0,91.0,Burkina Faso,2491.198,12.112398,23.0,53687.0,14.1842375,Africa,1-59 months,Injuries,0.034,0.0
TZA,2010,13.0,99.0,91.0,91.0,92.0,,94.0,95.0,,,91.0,Tanzania,8722.342,6.889071,50.2,85292.0,8.197876,Africa,0-27 days,Other noncommunicable diseases,0.0004,0.0
BFA,2010,1.0,99.0,91.0,91.0,92.0,,90.0,95.0,,82.0,91.0,Burkina Faso,2491.198,12.112398,23.0,53687.0,14.1842375,Africa,0-27 days,Acute lower respiratory infections,0.065,0.1
BFA,2010,1.0,99.0,91.0,91.0,92.0,,90.0,95.0,,82.0,91.0,Burkina Faso,2491.198,12.112398,23.0,53687.0,14.1842375,Africa,1-59 months,Prematurity,0.009,0.0
BFA,2010,1.0,99.0,91.0,91.0,92.0,,90.0,95.0,,82.0,91.0,Burkina Faso,2491.198,12.112398,23.0,53687.0,14.1842375,Africa,0-27 days,Malaria,0.0,0.0
BRN,2010,100.0,95.0,96.0,95.0,94.0,,99.0,94.0,,,95.0,Brunei,2.9280465,0.9662417,99.8,53.0,1.1983653,Western Pacific,0-4 years,Congenital anomalies,0.32,0.3
BRN,2010,100.0,95.0,96.0,95.0,94.0,,99.0,94.0,,,95.0,Brunei,2.9280465,0.9662417,99.8,53.0,1.1983653,Western Pacific,1-59 months,Other noncommunicable diseases,0.28,0.3
BFA,2010,1.0,99.0,91.0,91.0,92.0,,90.0,95.0,,82.0,91.0,Burkina Faso,2491.198,12.112398,23.0,53687.0,14.1842375,Africa,0-27 days,Congenital anomalies,0.053,0.1
TZA,2010,13.0,99.0,91.0,91.0,92.0,,94.0,95.0,,,91.0,Tanzania,8722.342,6.889071,50.2,85292.0,8.197876,Africa,0-4 years,Acute lower respiratory infections,0.18,0.2
TJK,2010,0.3,98.0,93.0,93.0,94.0,,95.0,94.0,,,93.0,Tajikistan,75.55526,4.2870817,87.7,8623.0,4.5483036,Europe,0-27 days,Birth asphyxia and birth trauma,0.26,0.3
TGO,2010,4.0,97.0,83.0,83.0,68.0,,83.0,95.0,,67.0,83.0,Togo,1304.5187,8.888088,43.9,15156.0,10.437813,Africa,0-27 days,HIV/AIDS,0.002,0.0
TGO,2010,4.0,97.0,83.0,83.0,68.0,,83.0,95.0,,67.0,83.0,Togo,1304.5187,8.888088,43.9,15156.0,10.437813,Africa,0-27 days,Injuries,0.008,0.0
TGO,2010,4.0,97.0,83.0,83.0,68.0,,83.0,95.0,,67.0,83.0,Togo,1304.5187,8.888088,43.9,15156.0,10.437813,Africa,0-27 days,Other noncommunicable diseases,0.001,0.0
TZA,2010,13.0,99.0,91.0,91.0,92.0,,94.0,95.0,,,91.0,Tanzania,8722.342,6.889071,50.2,85292.0,8.197876,Africa,0-27 days,Sepsis and other infectious conditions of the newborn,0.17,0.2
TZA,2010,13.0,99.0,91.0,91.0,92.0,,94.0,95.0,,,91.0,Tanzania,8722.342,6.889071,50.2,85292.0,8.197876,Africa,0-27 days,"Other communicable, perinatal and nutritional conditions",0.053,0.1
TZA,2010,13.0,99.0,91.0,91.0,92.0,,94.0,95.0,,,91.0,Tanzania,8722.342,6.889071,50.2,85292.0,8.197876,Africa,0-4 years,Meningitis/encephalitis,0.031,0.0
TZA,2010,13.0,99.0,91.0,91.0,92.0,,94.0,95.0,,,91.0,Tanzania,8722.342,6.889071,50.2,85292.0,8.197876,Africa,0-4 years,Measles,0.007,0.0
TGO,2010,4.0,97.0,83.0,83.0,68.0,,83.0,95.0,,67.0,83.0,Togo,1304.5187,8.888088,43.9,15156.0,10.437813,Africa,1-59 months,Acute lower respiratory infections,0.18,0.2
TZA,2010,13.0,99.0,91.0,91.0,92.0,,94.0,95.0,,,91.0,Tanzania,8722.342,6.889071,50.2,85292.0,8.197876,Africa,0-27 days,Birth asphyxia and birth trauma,0.32,0.3
TJK,2010,0.3,98.0,93.0,93.0,94.0,,95.0,94.0,,,93.0,Tajikistan,75.55526,4.2870817,87.7,8623.0,4.5483036,Europe,1-59 months,Acute lower respiratory infections,0.27,0.3
BFA,2010,1.0,99.0,91.0,91.0,92.0,,90.0,95.0,,82.0,91.0,Burkina Faso,2491.198,12.112398,23.0,53687.0,14.1842375,Africa,0-4 years,Prematurity,0.091,0.1
BFA,2010,1.0,99.0,91.0,91.0,92.0,,90.0,95.0,,82.0,91.0,Burkina Faso,2491.198,12.112398,23.0,53687.0,14.1842375,Africa,1-59 months,Acute lower respiratory infections,0.11,0.1
BFA,2010,1.0,99.0,91.0,91.0,92.0,,90.0,95.0,,82.0,91.0,Burkina Faso,2491.198,12.112398,23.0,53687.0,14.1842375,Africa,0-27 days,Sepsis and other infectious conditions of the newborn,0.2,0.2
MEX,2010,85.6,98.0,93.0,95.0,95.0,92.0,95.0,95.0,90.0,,95.0,Mexico,1161.8661,1.915451,94.5,36710.0,2.1980553,Americas,0-4 years,Sepsis and other infectious conditions of the newborn,0.067,0.1
TJK,2010,0.3,98.0,93.0,93.0,94.0,,95.0,94.0,,,93.0,Tajikistan,75.55526,4.2870817,87.7,8623.0,4.5483036,Europe,0-4 years,Birth asphyxia and birth trauma,0.14,0.1
TJK,2010,0.3,98.0,93.0,93.0,94.0,,95.0,94.0,,,93.0,Tajikistan,75.55526,4.2870817,87.7,8623.0,4.5483036,Europe,1-59 months,Injuries,0.13,0.1
TJK,2010,0.3,98.0,93.0,93.0,94.0,,95.0,94.0,,,93.0,Tajikistan,75.55526,4.2870817,87.7,8623.0,4.5483036,Europe,1-59 months,Other noncommunicable diseases,0.13,0.1
TJK,2010,0.3,98.0,93.0,93.0,94.0,,95.0,94.0,,,93.0,Tajikistan,75.55526,4.2870817,87.7,8623.0,4.5483036,Europe,1-59 months,Congenital anomalies,0.061,0.1
TZA,2010,13.0,99.0,91.0,91.0,92.0,,94.0,95.0,,,91.0,Tanzania,8722.342,6.889071,50.2,85292.0,8.197876,Africa,0-4 years,Tetanus,0.003,0.0
TZA,2010,13.0,99.0,91.0,91.0,92.0,,94.0,95.0,,,91.0,Tanzania,8722.342,6.889071,50.2,85292.0,8.197876,Africa,1-59 months,HIV/AIDS,0.11,0.1
BRN,2010,100.0,95.0,96.0,95.0,94.0,,99.0,94.0,,,95.0,Brunei,2.9280465,0.9662417,99.8,53.0,1.1983653,Western Pacific,0-27 days,Prematurity,0.37,0.4
ISL,2010,100.0,98.0,93.5,96.0,93.0,,96.0,93.0,,,96.0,Iceland,0.14633338,0.26907417,98.2,11.0,0.35920653,Europe,0-27 days,Acute lower respiratory infections,0.0,0.0
MYS,2010,100.0,99.0,96.0,95.0,95.0,,96.0,95.0,,,96.0,Malaysia,124.067924,0.811636,98.6,3233.0,1.0780674,Western Pacific,1-59 months,Malaria,0.001,0.0
TZA,2010,13.0,99.0,91.0,91.0,92.0,,94.0,95.0,,,91.0,Tanzania,8722.342,6.889071,50.2,85292.0,8.197876,Africa,0-27 days,Prematurity,0.25,0.2
TGO,2010,4.0,97.0,83.0,83.0,68.0,,83.0,95.0,,67.0,83.0,Togo,1304.5187,8.888088,43.9,15156.0,10.437813,Africa,0-27 days,Diarrhoeal diseases,0.005,0.0
TZA,2010,13.0,99.0,91.0,91.0,92.0,,94.0,95.0,,,91.0,Tanzania,8722.342,6.889071,50.2,85292.0,8.197876,Africa,0-4 years,Sepsis and other infectious conditions of the newborn,0.06,0.1
TZA,2010,13.0,99.0,91.0,91.0,92.0,,94.0,95.0,,,91.0,Tanzania,8722.342,6.889071,50.2,85292.0,8.197876,Africa,0-4 years,Birth asphyxia and birth trauma,0.12,0.1
TZA,2010,13.0,99.0,91.0,91.0,92.0,,94.0,95.0,,,91.0,Tanzania,8722.342,6.889071,50.2,85292.0,8.197876,Africa,0-4 years,Prematurity,0.1,0.1
TZA,2010,13.0,99.0,91.0,91.0,92.0,,94.0,95.0,,,91.0,Tanzania,8722.342,6.889071,50.2,85292.0,8.197876,Africa,1-59 months,Malaria,0.093,0.1
IDN,2010,59.0,88.0,83.0,94.0,78.0,,82.0,95.0,,,81.0,Indonesia,10762.89,3.3675606,82.2,137835.0,3.9997928,South-East Asia,0-4 years,Congenital anomalies,0.097,0.1
TZA,2010,13.0,99.0,91.0,91.0,92.0,,94.0,95.0,,,91.0,Tanzania,8722.342,6.889071,50.2,85292.0,8.197876,Africa,1-59 months,Injuries,0.088,0.1
TJK,2010,0.3,98.0,93.0,93.0,94.0,,95.0,94.0,,,93.0,Tajikistan,75.55526,4.2870817,87.7,8623.0,4.5483036,Europe,0-4 years,Other noncommunicable diseases,0.067,0.1
TJK,2010,0.3,98.0,93.0,93.0,94.0,,95.0,94.0,,,93.0,Tajikistan,75.55526,4.2870817,87.7,8623.0,4.5483036,Europe,0-4 years,Congenital anomalies,0.091,0.1
BFA,2010,1.0,99.0,91.0,91.0,92.0,,90.0,95.0,,82.0,91.0,Burkina Faso,2491.198,12.112398,23.0,53687.0,14.1842375,Africa,1-59 months,Meningitis/encephalitis,0.019,0.0
TGO,2010,4.0,97.0,83.0,83.0,68.0,,83.0,95.0,,67.0,83.0,Togo,1304.5187,8.888088,43.9,15156.0,10.437813,Africa,0-27 days,Tetanus,0.011,0.0
TZA,2010,13.0,99.0,91.0,91.0,92.0,,94.0,95.0,,,91.0,Tanzania,8722.342,6.889071,50.2,85292.0,8.197876,Africa,0-4 years,Malaria,0.061,0.1
TZA,2010,13.0,99.0,91.0,91.0,92.0,,94.0,95.0,,,91.0,Tanzania,8722.342,6.889071,50.2,85292.0,8.197876,Africa,0-4 years,Diarrhoeal diseases,0.1,0.1
TZA,2010,13.0,99.0,91.0,91.0,92.0,,94.0,95.0,,,91.0,Tanzania,8722.342,6.889071,50.2,85292.0,8.197876,Africa,0-4 years,HIV/AIDS,0.071,0.1
TZA,2010,13.0,99.0,91.0,91.0,92.0,,94.0,95.0,,,91.0,Tanzania,8722.342,6.889071,50.2,85292.0,8.197876,Africa,0-4 years,Injuries,0.06,0.1
MYS,2010,100.0,99.0,96.0,95.0,95.0,,96.0,95.0,,,96.0,Malaysia,124.067924,0.811636,98.6,3233.0,1.0780674,Western Pacific,1-59 months,Birth asphyxia and birth trauma,0.029,0.0
ISL,2010,100.0,98.0,93.5,96.0,93.0,,96.0,93.0,,,96.0,Iceland,0.14633338,0.26907417,98.2,11.0,0.35920653,Europe,1-59 months,Birth asphyxia and birth trauma,0.0,0.0
IDN,2010,59.0,88.0,83.0,94.0,78.0,,82.0,95.0,,,81.0,Indonesia,10762.89,3.3675606,82.2,137835.0,3.9997928,South-East Asia,0-27 days,Malaria,0.0,0.0
MUS,2010,100.0,99.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Mauritius,8.258927,1.4535624,99.5,184.0,1.6706034,Africa,1-59 months,Other noncommunicable diseases,0.14,0.1
ISL,2010,100.0,98.0,93.5,96.0,93.0,,96.0,93.0,,,96.0,Iceland,0.14633338,0.26907417,98.2,11.0,0.35920653,Europe,0-27 days,Meningitis/encephalitis,0.0,0.0
ISL,2010,100.0,98.0,93.5,96.0,93.0,,96.0,93.0,,,96.0,Iceland,0.14633338,0.26907417,98.2,11.0,0.35920653,Europe,0-27 days,Measles,0.0,0.0
ISL,2010,100.0,98.0,93.5,96.0,93.0,,96.0,93.0,,,96.0,Iceland,0.14633338,0.26907417,98.2,11.0,0.35920653,Europe,0-27 days,Tetanus,0.0,0.0
ISL,2010,100.0,98.0,93.5,96.0,93.0,,96.0,93.0,,,96.0,Iceland,0.14633338,0.26907417,98.2,11.0,0.35920653,Europe,0-27 days,Diarrhoeal diseases,0.0,0.0
ISL,2010,100.0,98.0,93.5,96.0,93.0,,96.0,93.0,,,96.0,Iceland,0.14633338,0.26907417,98.2,11.0,0.35920653,Europe,0-27 days,HIV/AIDS,0.0,0.0
MYS,2010,100.0,99.0,96.0,95.0,95.0,,96.0,95.0,,,96.0,Malaysia,124.067924,0.811636,98.6,3233.0,1.0780674,Western Pacific,1-59 months,HIV/AIDS,0.008,0.0
MYS,2010,100.0,99.0,96.0,95.0,95.0,,96.0,95.0,,,96.0,Malaysia,124.067924,0.811636,98.6,3233.0,1.0780674,Western Pacific,1-59 months,Sepsis and other infectious conditions of the newborn,0.0,0.0
IDN,2010,59.0,88.0,83.0,94.0,78.0,,82.0,95.0,,,81.0,Indonesia,10762.89,3.3675606,82.2,137835.0,3.9997928,South-East Asia,1-59 months,Meningitis/encephalitis,0.035,0.0
MYS,2010,100.0,99.0,96.0,95.0,95.0,,96.0,95.0,,,96.0,Malaysia,124.067924,0.811636,98.6,3233.0,1.0780674,Western Pacific,0-27 days,Prematurity,0.37,0.4
MUS,2010,100.0,99.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Mauritius,8.258927,1.4535624,99.5,184.0,1.6706034,Africa,0-4 years,"Other communicable, perinatal and nutritional conditions",0.076,0.1
ISL,2010,100.0,98.0,93.5,96.0,93.0,,96.0,93.0,,,96.0,Iceland,0.14633338,0.26907417,98.2,11.0,0.35920653,Europe,0-27 days,Malaria,0.0,0.0
USA,2010,84.0,98.0,92.0,90.0,92.0,93.0,93.0,92.0,59.0,,95.0,United States,568.2095,0.733601,99.4,24709.0,0.86610115,Americas,1-59 months,Acute lower respiratory infections,0.056,0.1
USA,2010,84.0,98.0,92.0,90.0,92.0,93.0,93.0,92.0,59.0,,95.0,United States,568.2095,0.733601,99.4,24709.0,0.86610115,Americas,0-27 days,"Other communicable, perinatal and nutritional conditions",0.15,0.1
USA,2010,84.0,98.0,92.0,90.0,92.0,93.0,93.0,92.0,59.0,,95.0,United States,568.2095,0.733601,99.4,24709.0,0.86610115,Americas,0-27 days,Birth asphyxia and birth trauma,0.073,0.1
USA,2010,84.0,98.0,92.0,90.0,92.0,93.0,93.0,92.0,59.0,,95.0,United States,568.2095,0.733601,99.4,24709.0,0.86610115,Americas,0-27 days,Meningitis/encephalitis,0.0007,0.0
USA,2010,84.0,98.0,92.0,90.0,92.0,93.0,93.0,92.0,59.0,,95.0,United States,568.2095,0.733601,99.4,24709.0,0.86610115,Americas,0-4 years,Acute lower respiratory infections,0.028,0.0
USA,2010,84.0,98.0,92.0,90.0,92.0,93.0,93.0,92.0,59.0,,95.0,United States,568.2095,0.733601,99.4,24709.0,0.86610115,Americas,0-27 days,Measles,0.0,0.0
URY,2010,97.2,99.0,95.0,95.0,95.0,91.0,95.0,95.0,,,95.0,Uruguay,8.523454,1.0751688,99.8,395.0,1.2796257,Americas,0-27 days,Meningitis/encephalitis,0.0,0.0
MEX,2010,85.6,98.0,93.0,95.0,95.0,92.0,95.0,95.0,90.0,,95.0,Mexico,1161.8661,1.915451,94.5,36710.0,2.1980553,Americas,0-27 days,Malaria,0.0,0.0
MYS,2010,100.0,99.0,96.0,95.0,95.0,,96.0,95.0,,,96.0,Malaysia,124.067924,0.811636,98.6,3233.0,1.0780674,Western Pacific,0-27 days,Congenital anomalies,0.28,0.3
IDN,2010,59.0,88.0,83.0,94.0,78.0,,82.0,95.0,,,81.0,Indonesia,10762.89,3.3675606,82.2,137835.0,3.9997928,South-East Asia,1-59 months,Tetanus,0.0003,0.0
IDN,2010,59.0,88.0,83.0,94.0,78.0,,82.0,95.0,,,81.0,Indonesia,10762.89,3.3675606,82.2,137835.0,3.9997928,South-East Asia,1-59 months,HIV/AIDS,0.017,0.0
IDN,2010,59.0,88.0,83.0,94.0,78.0,,82.0,95.0,,,81.0,Indonesia,10762.89,3.3675606,82.2,137835.0,3.9997928,South-East Asia,1-59 months,Congenital anomalies,0.041,0.0
IDN,2010,59.0,88.0,83.0,94.0,78.0,,82.0,95.0,,,81.0,Indonesia,10762.89,3.3675606,82.2,137835.0,3.9997928,South-East Asia,1-59 months,Sepsis and other infectious conditions of the newborn,0.0,0.0
IDN,2010,59.0,88.0,83.0,94.0,78.0,,82.0,95.0,,,81.0,Indonesia,10762.89,3.3675606,82.2,137835.0,3.9997928,South-East Asia,1-59 months,Birth asphyxia and birth trauma,0.016,0.0
IDN,2010,59.0,88.0,83.0,94.0,78.0,,82.0,95.0,,,81.0,Indonesia,10762.89,3.3675606,82.2,137835.0,3.9997928,South-East Asia,1-59 months,Prematurity,0.027,0.0
IDN,2010,59.0,88.0,83.0,94.0,78.0,,82.0,95.0,,,81.0,Indonesia,10762.89,3.3675606,82.2,137835.0,3.9997928,South-East Asia,0-27 days,Other noncommunicable diseases,0.001,0.0
USA,2010,84.0,98.0,92.0,90.0,92.0,93.0,93.0,92.0,59.0,,95.0,United States,568.2095,0.733601,99.4,24709.0,0.86610115,Americas,0-4 years,Meningitis/encephalitis,0.008,0.0
USA,2010,84.0,98.0,92.0,90.0,92.0,93.0,93.0,92.0,59.0,,95.0,United States,568.2095,0.733601,99.4,24709.0,0.86610115,Americas,0-27 days,Other noncommunicable diseases,0.005,0.0
MYS,2010,100.0,99.0,96.0,95.0,95.0,,96.0,95.0,,,96.0,Malaysia,124.067924,0.811636,98.6,3233.0,1.0780674,Western Pacific,1-59 months,Congenital anomalies,0.29,0.3
HUN,2010,100.0,99.0,93.5,99.0,99.0,,99.0,99.0,,,99.0,Hungary,13.501853,0.60427374,99.1,473.0,0.737404,Europe,0-27 days,Prematurity,0.64,0.6
HUN,2010,100.0,99.0,93.5,99.0,99.0,,99.0,99.0,,,99.0,Hungary,13.501853,0.60427374,99.1,473.0,0.737404,Europe,0-4 years,Prematurity,0.43,0.4
HUN,2010,100.0,99.0,93.5,99.0,99.0,,99.0,99.0,,,99.0,Hungary,13.501853,0.60427374,99.1,473.0,0.737404,Europe,0-4 years,Congenital anomalies,0.29,0.3
HUN,2010,100.0,99.0,93.5,99.0,99.0,,99.0,99.0,,,99.0,Hungary,13.501853,0.60427374,99.1,473.0,0.737404,Europe,1-59 months,Congenital anomalies,0.35,0.3
IDN,2010,59.0,88.0,83.0,94.0,78.0,,82.0,95.0,,,81.0,Indonesia,10762.89,3.3675606,82.2,137835.0,3.9997928,South-East Asia,0-4 years,Tetanus,0.002,0.0
IDN,2010,59.0,88.0,83.0,94.0,78.0,,82.0,95.0,,,81.0,Indonesia,10762.89,3.3675606,82.2,137835.0,3.9997928,South-East Asia,0-4 years,HIV/AIDS,0.009,0.0
IDN,2010,59.0,88.0,83.0,94.0,78.0,,82.0,95.0,,,81.0,Indonesia,10762.89,3.3675606,82.2,137835.0,3.9997928,South-East Asia,1-59 months,Malaria,0.012,0.0
MYS,2010,100.0,99.0,96.0,95.0,95.0,,96.0,95.0,,,96.0,Malaysia,124.067924,0.811636,98.6,3233.0,1.0780674,Western Pacific,0-4 years,HIV/AIDS,0.004,0.0
URY,2010,97.2,99.0,95.0,95.0,95.0,91.0,95.0,95.0,,,95.0,Uruguay,8.523454,1.0751688,99.8,395.0,1.2796257,Americas,0-27 days,Other noncommunicable diseases,0.006,0.0
IDN,2010,59.0,88.0,83.0,94.0,78.0,,82.0,95.0,,,81.0,Indonesia,10762.89,3.3675606,82.2,137835.0,3.9997928,South-East Asia,0-27 days,Injuries,0.013,0.0
URY,2010,97.2,99.0,95.0,95.0,95.0,91.0,95.0,95.0,,,95.0,Uruguay,8.523454,1.0751688,99.8,395.0,1.2796257,Americas,0-27 days,Malaria,0.0,0.0
ISL,2010,100.0,98.0,93.5,96.0,93.0,,96.0,93.0,,,96.0,Iceland,0.14633338,0.26907417,98.2,11.0,0.35920653,Europe,1-59 months,Other noncommunicable diseases,0.64,0.6
ISL,2010,100.0,98.0,93.5,96.0,93.0,,96.0,93.0,,,96.0,Iceland,0.14633338,0.26907417,98.2,11.0,0.35920653,Europe,0-4 years,Other noncommunicable diseases,0.38,0.4
MYS,2010,100.0,99.0,96.0,95.0,95.0,,96.0,95.0,,,96.0,Malaysia,124.067924,0.811636,98.6,3233.0,1.0780674,Western Pacific,0-4 years,Tetanus,0.0,0.0
ISL,2010,100.0,98.0,93.5,96.0,93.0,,96.0,93.0,,,96.0,Iceland,0.14633338,0.26907417,98.2,11.0,0.35920653,Europe,0-4 years,Prematurity,0.23,0.2
ISL,2010,100.0,98.0,93.5,96.0,93.0,,96.0,93.0,,,96.0,Iceland,0.14633338,0.26907417,98.2,11.0,0.35920653,Europe,1-59 months,Congenital anomalies,0.19,0.2
ISL,2010,100.0,98.0,93.5,96.0,93.0,,96.0,93.0,,,96.0,Iceland,0.14633338,0.26907417,98.2,11.0,0.35920653,Europe,0-4 years,Injuries,0.11,0.1
MYS,2010,100.0,99.0,96.0,95.0,95.0,,96.0,95.0,,,96.0,Malaysia,124.067924,0.811636,98.6,3233.0,1.0780674,Western Pacific,0-4 years,Diarrhoeal diseases,0.017,0.0
URY,2010,97.2,99.0,95.0,95.0,95.0,91.0,95.0,95.0,,,95.0,Uruguay,8.523454,1.0751688,99.8,395.0,1.2796257,Americas,0-27 days,Injuries,0.029,0.0
MYS,2010,100.0,99.0,96.0,95.0,95.0,,96.0,95.0,,,96.0,Malaysia,124.067924,0.811636,98.6,3233.0,1.0780674,Western Pacific,0-4 years,Sepsis and other infectious conditions of the newborn,0.04,0.0
USA,2010,84.0,98.0,92.0,90.0,92.0,93.0,93.0,92.0,59.0,,95.0,United States,568.2095,0.733601,99.4,24709.0,0.86610115,Americas,0-4 years,Malaria,0.0,0.0
MYS,2010,100.0,99.0,96.0,95.0,95.0,,96.0,95.0,,,96.0,Malaysia,124.067924,0.811636,98.6,3233.0,1.0780674,Western Pacific,0-27 days,Malaria,0.0,0.0
MYS,2010,100.0,99.0,96.0,95.0,95.0,,96.0,95.0,,,96.0,Malaysia,124.067924,0.811636,98.6,3233.0,1.0780674,Western Pacific,0-27 days,Meningitis/encephalitis,0.003,0.0
MYS,2010,100.0,99.0,96.0,95.0,95.0,,96.0,95.0,,,96.0,Malaysia,124.067924,0.811636,98.6,3233.0,1.0780674,Western Pacific,0-4 years,Measles,0.0,0.0
ISL,2010,100.0,98.0,93.5,96.0,93.0,,96.0,93.0,,,96.0,Iceland,0.14633338,0.26907417,98.2,11.0,0.35920653,Europe,0-27 days,Prematurity,0.39,0.4
USA,2010,84.0,98.0,92.0,90.0,92.0,93.0,93.0,92.0,59.0,,95.0,United States,568.2095,0.733601,99.4,24709.0,0.86610115,Americas,0-4 years,Other noncommunicable diseases,0.13,0.1
